artists_id,album_id,track_id,track_uri,track_name,track_release_date,track_date_added,track_duration_ms,track_popularity,track_position,is_explicit,country,timestamp,stream_count
4fVYwG8RsbJsREFFniszhf,4t9LkUma3iBV9PWJQG5cKP,6twyTAZjH3ap9GFkGukraz,spotify:track:6twyTAZjH3ap9GFkGukraz,Rahsia Tuhan,2024-09-06,2024-10-31T12:37:37Z,287071,57,27,False,Malaysia,2024-11-01,1360276
6FTLayBxjkQeanFdUusk1I,2HNKo2vMGhc9wON4NDfb04,3OTbh1VVrhebUzDor9r4pH,spotify:track:3OTbh1VVrhebUzDor9r4pH,Rumah Singgah,2023-02-02,2024-10-31T12:37:37Z,246730,74,28,False,Malaysia,2024-11-01,283538478
7Ln80lUS6He07XvHI8qqHH,78bpIziExqiI9qztvNFlQu,5XeFesFbtLpXzIVDNQP22n,spotify:track:5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,2013-09-09,2024-10-31T12:37:37Z,183956,90,29,False,Malaysia,2024-11-01,2558895712
3uSnvyMAFJTm7XkZJFo0xP,71rJWafKCflIm3q1NzNm7n,1DVHCvTwuwtZrpYDV4irH5,spotify:track:1DVHCvTwuwtZrpYDV4irH5,Pulang,2018-11-23,2024-10-31T12:37:37Z,287477,59,30,False,Malaysia,2024-11-01,28660225
4gvjmrtzydbMpyJaXUtwvP,0XA403JTounqFh2owquBXu,6MzofobZt2dm0Kf1hTThFz,spotify:track:6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,2024-08-09,2024-10-31T12:37:37Z,169697,88,31,False,Malaysia,2024-11-01,145882422
6YVMFz59CuY7ngCxTxjpxE,4vLGHlTnlIIxMSfefCY0cU,5sjnkOfTLCLNfkkchI2re2,spotify:track:5sjnkOfTLCLNfkkchI2re2,UP - KARINA Solo,2024-10-09,2024-10-31T12:37:37Z,166640,82,32,False,Malaysia,2024-11-01,28705962
6UgERnTHmjk3qXM9x5vzyO,19zDJ0Nd8Xfv7ctcQrlT5k,6i9Ci0IN1q1GcnhdbKU7kZ,spotify:track:6i9Ci0IN1q1GcnhdbKU7kZ,penjaga hati,2024-06-21,2024-10-31T12:37:37Z,260346,72,33,False,Malaysia,2024-11-01,319369192
3sMsWkApnc6yPyMUsNHQlb,0wKIcysg2raXx70ZiBRd1s,3uLb3akDowAYWp5QbbKN0w,spotify:track:3uLb3akDowAYWp5QbbKN0w,Di Balik Pertanda,2024-10-16,2024-10-31T12:37:37Z,216677,62,34,False,Malaysia,2024-11-01,16475355
"6VuMaDnrHyPL1p4EHjYLi7, 0C8ZW7ezQVs4URX5aX7Kqx",5J4SS8wTmXdyIEVYjmHzpZ,54PbBpquVfhfrwRwvjSXbI,spotify:track:54PbBpquVfhfrwRwvjSXbI,We Don't Talk Anymore (feat. Selena Gomez),2015-11-05,2024-10-31T12:37:37Z,217706,81,35,False,Malaysia,2024-11-01,2011564722
2WzaAvm2bBCf4pEhyuDgCY,6FgtuX3PtiB5civjHYhc52,2eAvDnpXP5W0cVtiI0PUxV,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Dandelions,2017-05-05,2024-10-31T12:37:37Z,233720,85,36,False,Malaysia,2024-11-01,1738570709
1JvbNeV9zG9Sew1JyaWsyx,6gO5mDyNTqiIqHItRil4OG,26cvTWJq2E1QqN4jyH2OTU,spotify:track:26cvTWJq2E1QqN4jyH2OTU,Tak Segampang Itu,2022-12-02,2024-10-31T12:37:37Z,231100,78,37,False,Malaysia,2024-11-01,491278395
5p9HO3XC5P3BLxJs5Mtrhm,4JDXBZdRPId4devseaAOKH,3qhlB30KknSejmIvZZLjOD,spotify:track:3qhlB30KknSejmIvZZLjOD,End of Beginning,2022-09-16,2024-10-31T12:37:37Z,159245,89,38,False,Malaysia,2024-11-01,1111775972
027TpXKGwdXP7iwbjUSpV8,7ucm85tRsWk6EyVHaYAxe9,4SqWKzw0CbA05TGszDgMlc,spotify:track:4SqWKzw0CbA05TGszDgMlc,I Love You So,2014-11-28,2024-10-31T12:37:37Z,160239,87,39,False,Malaysia,2024-11-01,1654138792
"1Xyo4u8uXC1ZmMpatF05PJ, 699OTQXzgjhIYAHMy9RyPD",2IRxVVqbSbqHJo8Zx50LYn,1Es7AUAhQvapIcoh3qMKDL,spotify:track:1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),2024-09-27,2024-10-31T12:37:37Z,256000,92,40,True,Malaysia,2024-11-01,159180122
2uYWxilOVlUdk4oV9DvwqK,2Cn1d2KgbkAqbZCJ1RzdkA,3vkCueOmm7xQDoJ17W1Pm3,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,2023-09-15,2024-10-31T12:37:37Z,137773,88,41,False,Malaysia,2024-11-01,1280456463
06HL4z0CvFAxyc27GXpf02,1NAmidJlEaVgA3MpcPFYGq,1BxfuPKGuaTgP7aM0Bbdwr,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,2019-08-23,2024-10-31T12:37:37Z,178426,89,42,False,Malaysia,2024-11-01,2566518088
36cgvBn0aadzOijnjjwqMN,6irebIc6UO8fN0jl4UlzBS,1aKvZDoLGkNMxoRYgkckZG,spotify:track:1aKvZDoLGkNMxoRYgkckZG,Magnetic,2024-03-25,2024-10-31T12:37:37Z,160688,84,43,False,Malaysia,2024-11-01,447083353
36cgvBn0aadzOijnjjwqMN,1rQZODajANwqhegpEuCYk4,21LtZQQMQYwVIxc9O9Ygq8,spotify:track:21LtZQQMQYwVIxc9O9Ygq8,Cherish (My Love),2024-10-28,2024-10-31T12:37:37Z,176854,51,44,False,Malaysia,2024-11-01,9935155
3uSnvyMAFJTm7XkZJFo0xP,4WTIpr7McvDy14UT87FhhJ,68oey8CEp8hOD0ho0VsEqz,spotify:track:68oey8CEp8hOD0ho0VsEqz,Igauan Malam,2022-11-04,2024-10-31T12:37:37Z,293894,55,45,False,Malaysia,2024-11-01,5062251
"66NmU5epI0ONGmdCRbLpmW, 06QVnTCdjs4jPKO0487EGV",5boeKAXsTkdFlm6OnkQxQW,6Hii26x3qDErVitnGW8QtO,spotify:track:6Hii26x3qDErVitnGW8QtO,Runtuh,2021-10-01,2024-10-31T12:37:37Z,223973,79,46,False,Malaysia,2024-11-01,473081932
6Sv2jkzH9sWQjwghW5ArMG,20nf5isZzrFuEOr0tIZkWG,3FwQ3RYYEekzjEeL3jdpUZ,spotify:track:3FwQ3RYYEekzjEeL3jdpUZ,Pesan Terakhir,2021-07-16,2024-10-31T12:37:37Z,261299,79,47,False,Malaysia,2024-11-01,357090262
1iCnM8foFssWlPRLfAbIwo,68CN2LzY8MoxO2udy2C22e,2262bWmqomIaJXwCRHr13j,spotify:track:2262bWmqomIaJXwCRHr13j,Sailor Song,2024-07-26,2024-10-31T12:37:37Z,211978,91,48,False,Malaysia,2024-11-01,254197549
7tYKF4w9nC0nq9CsPZTHyP,07w0rG5TETcyihsEIZR3qG,4iZ4pt7kvcaH6Yo8UoZ4s2,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,2022-12-09,2024-10-31T12:37:37Z,201800,86,49,True,Malaysia,2024-11-01,1214549000
47z98pKd71yIbgXwe9LPVC,5K8xqV7MCe3UIfedVAlZSe,7zOVh5fGpEwSbZd0g9z80B,spotify:track:7zOVh5fGpEwSbZd0g9z80B,Satu Bulan,2023-06-22,2024-10-31T12:37:37Z,200476,84,50,False,Malaysia,2024-11-01,206778990
"3eVa5w3URK5duf6eyVDbu9, 0du5cEVh5yTK9QJze8zA0C",2IYQwwgxgOIn7t3iF6ufFD,5vNRhkKd0yEAg8suGBpjeY,spotify:track:5vNRhkKd0yEAg8suGBpjeY,APT.,2024-10-18,2024-10-31T12:37:45Z,169917,96,1,False,Philippines,2024-11-01,182002510
"1HY2Jd0NmPuamShAr6KMms, 0du5cEVh5yTK9QJze8zA0C",10FLjwfpbxLmW8c25Xyc2N,2plbrEY59IikOBgBGLjaoe,spotify:track:2plbrEY59IikOBgBGLjaoe,Die With A Smile,2024-08-16,2024-10-31T12:37:45Z,251667,100,2,False,Philippines,2024-11-01,793128354
"1chOgh5tgwfiyJ2zhUHwBj, 3z0IVhtuFvt9VYUZGT98PU",6dsECFlRFW0X7ZmpjZzI3m,1imaIe1NEAaWnLF0BY0V6F,spotify:track:1imaIe1NEAaWnLF0BY0V6F,sining (feat. Jay R),2024-06-07,2024-10-31T12:37:45Z,200000,81,3,False,Philippines,2024-11-01,154416585
6qqNVTkY8uBg9cP3Jd7DAH,7aJuG4TFXa2hmE4z1yxc3n,6dOtVTDdiauQNBQEDOtlAB,spotify:track:6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,2024-05-17,2024-10-31T12:37:45Z,210373,97,4,False,Philippines,2024-11-01,1365824219
6AvnL2gWjNYs1hRVJx4huK,1gbgbQj9mCxtp3IPybhMzp,2ADSh3Mp744n2586tpUtIW,spotify:track:2ADSh3Mp744n2586tpUtIW,Dilaw,2024-05-24,2024-10-31T12:37:45Z,192380,80,5,False,Philippines,2024-11-01,158331527
6zO1dZ40fTZ5hY9NnnRJSk,4dhoGa2hqBQ402BaIwBpcn,2ezMnGfGww3WSOJp7TwI1N,spotify:track:2ezMnGfGww3WSOJp7TwI1N,blue,2024-08-02,2024-10-31T12:37:45Z,214357,76,6,False,Philippines,2024-11-01,22362119
5L1lO4eRHmJ7a0Q6csE5cT,2F84s5tvr9RSS6VI772mVb,3yDRcs0Y4pPzkvMbUfeF9H,spotify:track:3yDRcs0Y4pPzkvMbUfeF9H,Moonlit Floor (Kiss Me),2024-10-03,2024-10-31T12:37:45Z,155757,89,7,False,Philippines,2024-11-01,107590368
6rTxLeff3t3rivZ3rabRpw,2CKTmUw2QrxtchdI1yVfQB,52F5Y4EgcZ2RggVqpqSJBe,spotify:track:52F5Y4EgcZ2RggVqpqSJBe,Gusto Ko Sakin Ka Lang,2024-07-12,2024-10-31T12:37:45Z,193846,76,8,False,Philippines,2024-11-01,33502731
74KM79TiuVKeVCqs8QtB0B,3iPSVi54hsacKKl1xIR2eH,5G2f63n7IPVPPjfNIGih7Q,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Taste,2024-08-23,2024-10-31T12:37:45Z,157279,94,9,False,Philippines,2024-11-01,448894386
"7LvDTuFCBv08xm6u1pOMK0, 1mcqfNCReSFxun2vIWvC28",6HKsZL1QL7e2Mp5HGNn6N0,4WgViu9gw3qYOr3iF9OuLG,spotify:track:4WgViu9gw3qYOr3iF9OuLG,Palagi - TJxKZ Version,2024-08-28,2024-10-31T12:37:45Z,241000,76,10,False,Philippines,2024-11-01,32640436
250b0Wlc5Vk0CoUsaCY84M,3e5tDT1kfaAGx10yOjIDgW,2CspwnypzT7rcWI9RfsoSb,spotify:track:2CspwnypzT7rcWI9RfsoSb,Mantra,2024-10-10,2024-10-31T12:37:45Z,136627,89,11,True,Philippines,2024-11-01,85540665
74KM79TiuVKeVCqs8QtB0B,3iPSVi54hsacKKl1xIR2eH,1UHS8Rf6h5Ar3CDWRd3wjF,spotify:track:1UHS8Rf6h5Ar3CDWRd3wjF,Bed Chem,2024-08-23,2024-10-31T12:37:45Z,171869,91,12,False,Philippines,2024-11-01,247338064
74KM79TiuVKeVCqs8QtB0B,3iPSVi54hsacKKl1xIR2eH,2tHwzyyOLoWSFqYNjeVMzj,spotify:track:2tHwzyyOLoWSFqYNjeVMzj,Please Please Please,2024-08-23,2024-10-31T12:37:45Z,186365,87,13,True,Philippines,2024-11-01,957716490
3wbCeEPAW6po7J46netxMT,1QpFitywD6FWjFWvTmLOw9,6FIEuf1JIzmCtach0gXpeG,spotify:track:6FIEuf1JIzmCtach0gXpeG,Tadhana,2012-12-07,2024-10-31T12:37:45Z,222446,75,14,False,Philippines,2024-11-01,336328268
"61nn6nOoLWjVC1ER2qFAvN, 09Xydf4dlkr29dH99DmsvQ",5Z3PE5HciL6majXbtu3EU3,7b89Ffklm3xh4GI37vlZDZ,spotify:track:7b89Ffklm3xh4GI37vlZDZ,Tingin,2023-04-28,2024-10-31T12:37:45Z,222298,76,15,False,Philippines,2024-11-01,161857057
7uDdl5V5AETSFY7K3muu22,4EJLfrjbTDyhhMU1AcYDPb,2v6jmF6VQWS96x6tSg05IC,spotify:track:2v6jmF6VQWS96x6tSg05IC,TAKE ALL THE LOVE,2021-04-23,2024-10-31T12:37:45Z,206181,75,16,False,Philippines,2024-11-01,194048644
6AvnL2gWjNYs1hRVJx4huK,5nS1IYsFBBHe1hZlcbrypc,5OAGg2B2BjxzpiEcuzaCkZ,spotify:track:5OAGg2B2BjxzpiEcuzaCkZ,Namumula,2024-08-30,2024-10-31T12:37:45Z,174473,74,17,True,Philippines,2024-11-01,21187860
4AK6F7OLvEQ5QYCBNiQWHq,4gCNyS7pidfK3rKWhB3JOY,5O2P9iiztwhomNh8xkR9lJ,spotify:track:5O2P9iiztwhomNh8xkR9lJ,Night Changes,2014-11-17,2024-10-31T12:37:45Z,226600,90,18,False,Philippines,2024-11-01,1810565097
7GlBOeep6PqTfFi59PTUUN,1WAjjRMfZjEXtB0lQrAw6Q,0WbMK4wrZ1wFSty9F7FCgu,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",2024-04-05,2024-10-31T12:37:45Z,218423,94,19,False,Philippines,2024-11-01,887168565
0WleeEe3UurwlNbDGhb5Yz,0hMT0sAqjZvYBimWnMDswf,4067uAzJZUHJInwOo7X701,spotify:track:4067uAzJZUHJInwOo7X701,Boyfriend,2024-06-28,2024-10-31T12:37:45Z,293723,73,20,False,Philippines,2024-11-01,25418035
74KM79TiuVKeVCqs8QtB0B,3iPSVi54hsacKKl1xIR2eH,2HRqTpkrJO5ggZyyK6NPWz,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,Espresso,2024-08-23,2024-10-31T12:37:45Z,175459,88,21,True,Philippines,2024-11-01,1514527027
61nn6nOoLWjVC1ER2qFAvN,6BqP9dOpxUGa7gCunYMw9a,0kE1SmlJNLg14dgdo9kJws,spotify:track:0kE1SmlJNLg14dgdo9kJws,Misteryoso,2024-05-17,2024-10-31T12:37:45Z,221641,74,22,False,Philippines,2024-11-01,48021065
"1DlYnIiliftt6R21Y5NOW2, 4qPhnQfRgdgcZEdXgENOnr",5UNDk7qptf3EtMNoIh3w0k,2nqlM3gNBMi5Zf9MDzp2Xi,spotify:track:2nqlM3gNBMi5Zf9MDzp2Xi,Mahika,2023-12-15,2024-10-31T12:37:45Z,201951,72,23,False,Philippines,2024-11-01,299992810
7uDdl5V5AETSFY7K3muu22,09S77IK5S0vxVF0DfwSohF,0HAG6nIiEKd75yGpovuSJQ,spotify:track:0HAG6nIiEKd75yGpovuSJQ,Isa lang,2021-12-17,2024-10-31T12:37:45Z,269256,74,24,False,Philippines,2024-11-01,233507294
70NcAr4ZtA3FAqU16iQZSb,305fd6KSKY40Yjgwvm2ck6,0QzuaeCEEOV40Pn7IvKEny,spotify:track:0QzuaeCEEOV40Pn7IvKEny,double take,2022-01-21,2024-10-31T12:37:45Z,171743,82,25,False,Philippines,2024-11-01,969765787
3c0gDdb9lhnHGFtP4prQpn,1hjqg3TuQ2YqooaPhxHwdv,6aJn7Cst74cj4lNIiPRgav,spotify:track:6aJn7Cst74cj4lNIiPRgav,Touch,2024-07-26,2024-10-31T12:37:45Z,129882,86,26,False,Philippines,2024-11-01,127747039
"20wkVLutqVOYrc0kxFs7rA, 3Y7RZ31TRPVadSFVy1o8os",3xybjP7r2VsWzwvDQipdM0,1RMJOxR6GRPsBHL8qeC2ux,spotify:track:1RMJOxR6GRPsBHL8qeC2ux,Best Part (feat. H.E.R.),2017-08-25,2024-10-31T12:37:45Z,209831,84,27,False,Philippines,2024-11-01,1536538576
3AQRLZ9PuTAozP28Skbq8V,1r5J0N6Ep181K0i8YuTYgO,3nqqDo8CcCLke3ZoTgiOKf,spotify:track:3nqqDo8CcCLke3ZoTgiOKf,The Man Who Can't Be Moved,2008-07-14,2024-10-31T12:37:45Z,241373,80,28,False,Philippines,2024-11-01,767383741
5GVk1KCKa1tdHRev4bMw7V,1nft8RTZE2QYeDPPNEnCBx,16iRlyUMJVPqz62DlomMre,spotify:track:16iRlyUMJVPqz62DlomMre,Ikaw Lang,2020-06-12,2024-10-31T12:37:45Z,263500,73,29,False,Philippines,2024-11-01,297298218
4gvjmrtzydbMpyJaXUtwvP,0XA403JTounqFh2owquBXu,6MzofobZt2dm0Kf1hTThFz,spotify:track:6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,2024-08-09,2024-10-31T12:37:45Z,169697,88,30,False,Philippines,2024-11-01,145882422
0du5cEVh5yTK9QJze8zA0C,1iGIqDBXm5HpTqHCvdc4QP,0RUGuh2uSNFJpGMSsD1F5C,spotify:track:0RUGuh2uSNFJpGMSsD1F5C,It Will Rain,2011-11-04,2024-10-31T12:37:45Z,257720,72,31,False,Philippines,2024-11-01,1000578599
1chOgh5tgwfiyJ2zhUHwBj,0YEPa646R98Iqp2GDqsl29,06VwVWrnYSTIikz801hGwD,spotify:track:06VwVWrnYSTIikz801hGwD,Oksihina,2023-09-08,2024-10-31T12:37:45Z,204051,72,32,False,Philippines,2024-11-01,35607822
6AvnL2gWjNYs1hRVJx4huK,2USw0nRD3YRnfofRyufJnR,61DuXKQqvXkxcrAIiNLIgR,spotify:track:61DuXKQqvXkxcrAIiNLIgR,Saan?,2023-03-31,2024-10-31T12:37:45Z,206500,74,33,False,Philippines,2024-11-01,131983205
"3PDFGpPl4ienSn5Vwisfrh, 4zpGxqF6oI1h3f6Md2v42T",3rucLazJL4NKIiF6DBp5Fa,3O5P2ZDUwExzcIdZkJwFq1,spotify:track:3O5P2ZDUwExzcIdZkJwFq1,Burgis,2024-03-01,2024-10-31T12:37:45Z,209454,73,34,False,Philippines,2024-11-01,85042342
66CXWjxzNUsdJxJ2JdwvnR,5EYKrEDnKhhcNxGedaRQeK,51ZQ1vr10ffzbwIjDCwqm4,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),2024-03-08,2024-10-31T12:37:45Z,228639,86,35,False,Philippines,2024-11-01,988117319
"2WzWSpOB41g3gb78Raj6RK, 4zpGxqF6oI1h3f6Md2v42T",1rWV1baWSlnYYrYxU719QO,0NJAqnvbF6vzripOB7PclP,spotify:track:0NJAqnvbF6vzripOB7PclP,Babaero,2024-01-09,2024-10-31T12:37:45Z,175396,74,36,False,Philippines,2024-11-01,164408312
1hMAGfvamVXuSWBFQRFMeq,0eVAbAiekijNEO7xTvGn23,5gQyJNVUEydHMciwhih7EK,spotify:track:5gQyJNVUEydHMciwhih7EK,Ikot,2024-10-01,2024-10-31T12:37:45Z,250093,62,37,False,Philippines,2024-11-01,47625137
"20wkVLutqVOYrc0kxFs7rA, 1U1el3k54VvEUzo3ybLPlM",3xybjP7r2VsWzwvDQipdM0,7zFXmv6vqI4qOt4yGf3jYZ,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,Get You (feat. Kali Uchis),2017-08-25,2024-10-31T12:37:45Z,278179,82,38,False,Philippines,2024-11-01,1141929250
3C1ER0cuXc8dLtaI8RvLI6,5YU9eW5SXNmyX768HHrDFr,2dMQ4FbQcrEWVFK6NIFjrl,spotify:track:2dMQ4FbQcrEWVFK6NIFjrl,Museo,2024-04-19,2024-10-31T12:37:45Z,270400,74,39,False,Philippines,2024-11-01,48711826
4zpGxqF6oI1h3f6Md2v42T,36OmXvGRKAY2zICbVtItoa,4wZTvLi0khNRqqz4i5XhdV,spotify:track:4wZTvLi0khNRqqz4i5XhdV,Walang Alam,2023-10-20,2024-10-31T12:37:45Z,185000,74,40,True,Philippines,2024-11-01,155524078
24fEOzlKhgSNLIcy9NdmwH,2H4wJMAmm6r9WxMFwmXpj9,3lOpUMMUskknPD3dJR2MkT,spotify:track:3lOpUMMUskknPD3dJR2MkT,Randomantic,2015,2024-10-31T12:37:45Z,244520,71,41,False,Philippines,2024-11-01,39246022
027TpXKGwdXP7iwbjUSpV8,7ucm85tRsWk6EyVHaYAxe9,4SqWKzw0CbA05TGszDgMlc,spotify:track:4SqWKzw0CbA05TGszDgMlc,I Love You So,2014-11-28,2024-10-31T12:37:45Z,160239,87,42,False,Philippines,2024-11-01,1654138792
7LvDTuFCBv08xm6u1pOMK0,2rfBUsHWqodvzhMDNDAeJW,4Rlbzn3nj9XJMZTijQUXMs,spotify:track:4Rlbzn3nj9XJMZTijQUXMs,Palagi,2024-04-25,2024-10-31T12:37:45Z,218051,71,43,False,Philippines,2024-11-01,150725507
1EUmQM6xgUQLUkJVcvSdey,1Pjond44g3GY0emy3LfcCl,0Qra8Ps4tJAZPqRXyehCjc,spotify:track:0Qra8Ps4tJAZPqRXyehCjc,Heaven Knows - This Angel Has Flown,2005-03-24,2024-10-31T12:37:45Z,241146,72,44,False,Philippines,2024-11-01,159726527
0DpLoyGVbhOHNR3ht2oO9y,5CoCHo5Uln3nDpd1q2aewW,4AULw1VRyJP17zMvwgTIUs,spotify:track:4AULw1VRyJP17zMvwgTIUs,Umaasa,2019-06-28,2024-10-31T12:37:45Z,335624,72,45,False,Philippines,2024-11-01,199880746
1chOgh5tgwfiyJ2zhUHwBj,3A0K1ImYGMKTYDLe5EgLWv,7bAVndaTleEnfizm6h2d3i,spotify:track:7bAVndaTleEnfizm6h2d3i,Musika,2022-09-28,2024-10-31T12:37:45Z,246666,72,46,False,Philippines,2024-11-01,107629792
4LT250S0fAe4cYqPbRk56m,0vJ2H4ZG19Enzadvy7xHIS,3kdDccXEVz0snh6mcL4eFj,spotify:track:3kdDccXEVz0snh6mcL4eFj,YK,2021-01-25,2024-10-31T12:37:45Z,170263,73,47,False,Philippines,2024-11-01,197562189
7tYKF4w9nC0nq9CsPZTHyP,07w0rG5TETcyihsEIZR3qG,4iZ4pt7kvcaH6Yo8UoZ4s2,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,2022-12-09,2024-10-31T12:37:45Z,201800,86,48,True,Philippines,2024-11-01,1214549000
7dFzqx2qyelGPiBKmdSEOT,7vX4hut0GPXmfbqbSvz49o,5mi8Oe95frx6LhvFioXE7t,spotify:track:5mi8Oe95frx6LhvFioXE7t,Miss Miss,2023-12-08,2024-10-31T12:37:45Z,265677,72,49,False,Philippines,2024-11-01,90435328
3wbCeEPAW6po7J46netxMT,22DhzsGO72BgYKAAXFGsyb,0DdC92EziGIEN6j7kTCKQX,spotify:track:0DdC92EziGIEN6j7kTCKQX,Unti-Unti,2017-02-14,2024-10-31T12:37:45Z,283825,71,50,False,Philippines,2024-11-01,85226309
"3eVa5w3URK5duf6eyVDbu9, 0du5cEVh5yTK9QJze8zA0C",2IYQwwgxgOIn7t3iF6ufFD,5vNRhkKd0yEAg8suGBpjeY,spotify:track:5vNRhkKd0yEAg8suGBpjeY,APT.,2024-10-18,2024-10-31T12:37:44Z,169917,96,1,False,Singapore,2024-11-01,182002510
"1HY2Jd0NmPuamShAr6KMms, 0du5cEVh5yTK9QJze8zA0C",10FLjwfpbxLmW8c25Xyc2N,2plbrEY59IikOBgBGLjaoe,spotify:track:2plbrEY59IikOBgBGLjaoe,Die With A Smile,2024-08-16,2024-10-31T12:37:44Z,251667,100,2,False,Singapore,2024-11-01,793128354
1oSPZhvZMIrWW5I41kPkkY,15XcLhiVMlSOipUddTNDnr,7tI8dRuH2Yc6RuoTjxo4dU,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,Who,2024-07-19,2024-10-31T12:37:44Z,170887,92,3,False,Singapore,2024-11-01,890342043
